"","...1","Species","Colony","depth","Site","File","Time","DATE","TIME","PAR","Depth(m)","T(C)","Battery_V","Dark_Fo","Fm","Fv","fv_fm","Sigma","p","Alp1","Tau1","Alp2","Tau2","Alp3","Tau3","Alp4","Tau4","TauAv1","TauAv2","GAIN","Light_Fo","Fm.1","Fv.1","Fv_Fm.1","Sigma.1","p.1","Alp1.1","Tau1.1","Alp2.1","Tau2.1","Alp3.1","Tau3.1","Alp4.1","Tau4.1","TauAv1.1","TauAv2.1","Pmax.e.s"
"1106",1106,"Leptoseris",6,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24421,242,17.6,24.4,15.09,857,1721.9,865,0.502,540.7,0.09,0.7,857,0.13,5519,0.16,50000,"--------","-------",1606,9558,0,1934.3,2131.3,197,0.092,281.5,0,0.178,1184,0.817,15901,0.005,50000,"--------","-------",13263,13433,75.4
"1107",1107,"Leptoseris",6,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24430,258.8,17.6,24.4,15.09,755.8,1502.9,747.1,0.497,500.4,0.1,0.76,897,0.14,7378,0.11,94517,"--------","-------",1894,11712,0,1839.4,2042.5,203.1,0.099,251.5,0,0.236,1182,0.756,17222,0.008,50000,"--------","-------",13404,13692,74.6
"1108",1108,"Leptoseris",6,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24439,409.5,17.6,24.4,15.09,894,1747.7,853.7,0.488,530,0.17,0.67,879,0.16,3310,0.17,50000,"--------","-------",1348,9402,0,1910.3,2079.3,169,0.081,271.6,0,0.135,1645,0.862,12208,0.003,50000,"--------","-------",10776,10875,92.8
"1109",1109,"Leptoseris",6,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24447,340.5,17.6,24.4,15.09,718.8,1459.7,740.9,0.508,509.1,0.16,0.71,801,0.16,4761,0.13,62603,"--------","-------",1520,9638,0,1733.2,1936.3,203.1,0.105,235.3,0,0.162,1220,0.834,15350,0.005,50000,"--------","-------",13054,13222,76.6
"1110",1110,"Leptoseris",7,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24485,258.5,17.3,24.4,15.08,892,1744.7,852.8,0.489,544.5,0.17,0.77,823,0.16,10812,0.07,157110,"--------","-------",2562,13343,0,1809.2,2028.3,219.1,0.108,237.3,0,0.239,1162,0.751,18788,0.009,50000,"--------","-------",14530,14862,68.8
"1111",1111,"Leptoseris",7,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24494,339.1,17.3,24.5,15.08,784.3,1555.2,770.8,0.496,491.9,0.14,0.64,802,0.17,2898,0.19,50000,"--------","-------",1247,10659,0,1771.3,1953.6,182.3,0.093,238,0,0.175,1302,0.82,15711,0.005,50000,"--------","-------",13176,13364,75.9
"1112",1112,"Leptoseris",7,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24502,274.5,17.3,24.4,15.08,930.1,1808.4,878.3,0.486,557.4,0.15,0.75,932,0.17,8980,0.08,294440,"--------","-------",2381,26252,0,1548.4,1822.7,274.4,0.151,241.9,0,0.339,1442,0.655,15018,0.006,50000,"--------","-------",10388,10616,96.3
"1113",1113,"Leptoseris",7,35,"Jpn Gdn",20220715.09,"AM","7/15/2022",24511,301.2,17.3,24.5,15.07,852.3,1606.3,754,0.469,542.7,0.24,0.76,947,0.15,5719,0.09,88398,"--------","-------",1753,9167,0,1690.9,1894.2,203.3,0.107,251.7,0,0.236,1101,0.759,15804,0.005,50000,"--------","-------",12316,12520,81.2
"1114",1114,"Leptoseris",7,35,"Jpn Gdn",20220715.1,"AM","7/15/2022",24520,328,17.3,24.5,15.07,848.2,1623.7,775.5,0.478,517.7,0.18,0.77,937,0.16,9402,0.07,238454,"--------","-------",2365,19496,0,1762.5,1957.6,195.1,0.1,240.4,0.01,0.213,1519,0.782,15628,0.005,50000,"--------","-------",12605,12800,79.3
"1115",1115,"Pocillopora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",24888,761.3,8.4,24.5,15,759.5,1354.5,595.1,0.439,415.1,0,0.35,1569,0.39,1598,0.25,50000,"--------","-------",1584,13828,0,1234.6,1387.8,153.2,0.11,263,0,0.36,1308,0.634,8036,0.006,50000,"--------","-------",5597,5846,178.7
"1116",1116,"Pocillopora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",24897,748.3,8.4,24.5,15,566.1,990.6,424.4,0.428,382.9,0.09,0.7,1013,0.23,8796,0.07,599291,"--------","-------",2948,45676,0,893.9,1023.7,129.8,0.127,283.7,0,0.414,1866,0.582,5692,0.003,50000,"--------","-------",4101,4257,243.8
"1117",1117,"Pocillopora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",24906,720.9,8.4,24.5,15,584.1,1088.6,504.5,0.463,354.3,0.07,0.72,1124,0.12,6144,0.16,50000,"--------","-------",1864,9347,0,1037.1,1193.3,156.2,0.131,229.9,0,0.284,1380,0.712,8850,0.004,50000,"--------","-------",6722,6909,148.8
"1118",1118,"Pocillopora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",24926,769.8,8.3,24.5,14.99,701.4,1310.2,608.9,0.465,387.7,0.13,0.59,900,0.38,3814,0.03,488541,"--------","-------",2051,15817,0,1280.9,1469,188.1,0.128,246.4,0,0.472,2432,0.523,8155,0.005,50000,"--------","-------",5439,5682,183.9
"1119",1119,"Pocillopora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",24938,733.6,8.3,24.5,14.99,682.8,1305.2,622.4,0.477,367.1,0.1,0.47,325,0.47,2755,0.06,227826,"--------","-------",1531,15117,0,1222.6,1410.2,187.5,0.133,210.3,0,0.279,1376,0.717,7115,0.004,50000,"--------","-------",5507,5682,181.6
"1120",1120,"Stylophora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",24992,513.5,8.8,24.5,14.98,848.3,1824.6,976.3,0.535,528.3,0.12,0.47,1032,0.29,1483,0.23,50000,"--------","-------",1206,12606,0,1921.4,2100.8,179.4,0.085,339.8,0.01,0.141,1471,0.857,8847,0.002,50000,"--------","-------",7807,7893,128.1
"1121",1121,"Stylophora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",25006,441,8.8,24.6,14.97,686.8,1373.9,687.1,0.5,454.1,0.18,0.56,841,0.29,4524,0.15,84624,"--------","-------",2113,14291,0,1437.9,1635.9,198,0.121,260.6,0,0.217,2367,0.778,12771,0.006,50000,"--------","-------",10503,10724,95.2
"1122",1122,"Stylophora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",25018,341.1,8.7,24.5,14.97,509.2,1004.8,495.6,0.493,673.9,0.3,0.57,1072,0.22,4751,0.21,50000,"--------","-------",2098,12085,0,1071.9,1216.8,144.9,0.119,308,0,0.205,914,0.791,9140,0.004,50000,"--------","-------",7447,7624,134.3
"1123",1123,"Stylophora",1,15,"Jpn Gdn",20220715.1,"AM","7/15/2022",25028,362.8,8.7,24.5,14.97,807.2,1647.6,840.4,0.51,583.8,0.26,0.48,1198,0.31,1764,0.2,50000,"--------","-------",1420,11324,0,1669,1880,211,0.112,301.5,0,0.258,2216,0.736,14263,0.006,50000,"--------","-------",11137,11372,89.8
"1124",1124,"Stylophora",1,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25038,455.7,8.7,24.6,14.97,209.6,414.4,204.8,0.494,551.4,0.25,0.44,159,0.42,1918,0.14,50000,"--------","-------",1021,7898,200,490.2,553.6,63.4,0.115,335.5,0.01,0.453,1422,0.543,10166,0.004,50000,"--------","-------",6190,6369,161.6
"1125",1125,"Pocillopora",2,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25054,769.3,8.8,24.6,14.96,436.9,844.4,407.5,0.483,369.3,0.15,0.51,230,0.41,2914,0.08,119877,"--------","-------",1432,11358,0,840.4,957.6,117.2,0.122,259.4,0,0.284,1663,0.712,7995,0.004,50000,"--------","-------",6192,6366,161.5
"1126",1126,"Pocillopora",2,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25067,789.6,8.8,24.6,14.96,489.2,953.8,464.6,0.487,321.7,0.06,0.12,1076,0.66,1076,0.21,53182,"--------","-------",1076,12089,0,972.5,1114.9,142.4,0.128,222,0,0.366,991,0.629,9225,0.005,50000,"--------","-------",6196,6395,161.4
"1127",1127,"Pocillopora",2,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25077,567.2,8.8,24.6,14.96,427.7,816.1,388.4,0.476,361.9,0.13,0.34,899,0.4,2932,0.26,74419,"--------","-------",1998,20474,0,910.2,1044,133.7,0.128,222.7,0,0.285,1088,0.711,11282,0.004,50000,"--------","-------",8368,8543,119.5
"1128",1128,"Pocillopora",2,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25087,766.8,8.8,24.6,14.95,548.6,1074.1,525.5,0.489,403.1,0.08,0.52,451,0.43,2824,0.04,459087,"--------","-------",1523,21349,0,1164,1332.9,168.9,0.127,237.7,0,0.346,1311,0.649,9352,0.004,50000,"--------","-------",6555,6740,152.6
"1129",1129,"Pocillopora",2,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25096,742.4,8.8,24.6,14.95,412.3,814.2,401.9,0.494,360.9,0.09,0.67,600,0.26,5791,0.07,172569,"--------","-------",2032,14656,0,796.5,923.7,127.3,0.138,272.2,0,0.358,1059,0.639,7893,0.003,50000,"--------","-------",5440,5574,183.8
"1130",1130,"Pocillopora",3,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25123,682.9,8.5,24.5,14.94,748.3,1485.9,737.6,0.496,379.6,0.07,0.57,1048,0.24,2499,0.18,64272,"--------","-------",1478,13006,0,1521.3,1749.5,228.1,0.13,251.1,0,0.413,1512,0.583,9772,0.005,50000,"--------","-------",6347,6556,157.6
"1131",1131,"Pocillopora",3,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25131,603.3,8.5,24.6,14.95,815.4,1605.6,790.2,0.492,401.7,0.05,0.37,601,0.52,2062,0.11,84308,"--------","-------",1447,10505,0,1547.4,1791.4,244.1,0.136,270.1,0,0.407,2179,0.59,8790,0.003,50000,"--------","-------",6090,6209,164.2
"1132",1132,"Pocillopora",3,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25143,610.2,8.5,24.5,14.95,473.2,915.6,442.3,0.483,319.3,0.12,0.69,592,0.24,9521,0.07,329844,"--------","-------",2876,25511,0,1007.4,1149.9,142.6,0.124,174.5,0.03,0.145,1764,0.851,11751,0.004,50000,"--------","-------",10294,10444,97.1
"1133",1133,"Pocillopora",3,15,"Jpn Gdn",20220715.11,"AM","7/15/2022",25152,463.7,8.4,24.5,14.94,692.7,1324.3,631.6,0.477,388.8,0.16,0.67,558,0.24,9639,0.09,50000,"--------","-------",2977,7112,0,1286.8,1490.2,203.4,0.137,204.2,0,0.324,2351,0.671,11027,0.005,50000,"--------","-------",8199,8419,122
"1134",1134,"Pocillopora",3,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25168,694.9,8.5,24.5,14.93,730.6,1405,674.4,0.48,430.1,0.12,0.75,955,0.19,10447,0.06,205175,"--------","-------",2833,15801,0,1318.7,1524.9,206.1,0.135,262.9,0,0.273,1143,0.718,7414,0.008,50000,"--------","-------",5685,6042,175.9
"1135",1135,"Stylophora",2,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25235,580.5,8.7,24.5,14.92,612.4,1245.9,633.6,0.508,497.3,0.14,0.68,1147,0.24,6946,0.09,598809,"--------","-------",2642,54216,0,1393.5,1576.7,183.2,0.116,319,0,0.384,2363,0.611,10832,0.004,50000,"--------","-------",7565,7755,132.2
"1136",1136,"Stylophora",2,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25250,569.5,8.6,24.5,14.92,597.8,1245.4,647.5,0.52,507.2,0.17,0.68,1133,0.16,8029,0.15,66835,"--------","-------",2469,12269,0,1256.1,1435.4,179.3,0.125,335.3,0.01,0.287,1192,0.71,7760,0.004,50000,"--------","-------",5871,6036,170.3
"1137",1137,"Stylophora",2,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25267,567.5,8.5,24.5,14.92,521.2,1092.8,571.6,0.523,445,0.04,0.52,1366,0.26,1373,0.22,50000,"--------","-------",1368,11936,0,674.9,765.8,90.9,0.119,282.4,0.07,0.375,1737,0.597,12531,0.028,50000,"--------","-------",8365,9529,119.5
"1138",1138,"Stylophora",2,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25290,781.1,8.6,24.5,14.91,258,497,239,0.481,359.8,0.3,0.66,244,0.29,6461,0.05,50000,"--------","-------",2121,4461,0,501.2,572,70.9,0.124,274.7,0,0.444,1071,0.551,9644,0.005,50000,"--------","-------",5822,6044,171.8
"1139",1139,"Stylophora",2,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25301,562,8.5,24.6,14.91,569.1,1132.8,563.6,0.498,458.3,0.16,0.5,836,0.26,2633,0.24,50000,"--------","-------",1458,13237,0,1106.4,1256.1,149.7,0.119,278.9,0,0.311,1796,0.684,10738,0.005,50000,"--------","-------",7941,8154,125.9
"1140",1140,"Stylophora",3,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25324,504,8.6,24.6,14.9,556.1,1226.3,670.1,0.546,496.2,0.25,0.75,831,0.14,13383,0.11,50000,"--------","-------",2762,8086,0,1382.1,1576.9,194.8,0.124,302.6,0.01,0.192,1138,0.805,9630,0.003,50000,"--------","-------",7996,8106,125.1
"1141",1141,"Stylophora",3,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25336,689.7,8.6,24.6,14.9,495.8,976.2,480.4,0.492,431.1,0.18,0.33,753,0.53,2139,0.14,138626,"--------","-------",1605,20506,0,962,1105.9,143.8,0.13,312.6,0.01,0.349,1220,0.648,9609,0.003,50000,"--------","-------",6671,6814,149.9
"1142",1142,"Stylophora",3,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25356,534,8.6,24.6,14.9,598.5,1245.2,646.7,0.519,423.1,0.18,0.68,963,0.15,15515,0.17,58311,"--------","-------",3526,13065,0,1375.5,1565.8,190.4,0.122,242.2,0,0.22,1879,0.774,13157,0.006,50000,"--------","-------",10659,10902,93.8
"1143",1143,"Stylophora",3,15,"Jpn Gdn",20220715.12,"AM","7/15/2022",25371,850.2,8.6,24.6,14.89,611.7,1339.6,728,0.543,584.9,0.17,0.72,1057,0.12,17738,0.16,50000,"--------","-------",3343,10806,0,1223.5,1410.4,186.9,0.133,357.4,0,0.624,2149,0.369,12171,0.006,50000,"--------","-------",5875,6157,170.2
"1144",1144,"Stylophora",3,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25384,544.8,8.6,24.6,14.88,422.7,902.9,480.2,0.532,411.4,0.24,0.7,695,0.24,9013,0.07,313584,"--------","-------",2808,23704,0,1076.4,1234.2,157.8,0.128,240.9,0,0.367,1946,0.627,13936,0.006,50000,"--------","-------",9513,9764,105.1
"1145",1145,"Pocillopora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25407,809.5,8.4,24.6,14.88,659.6,1285.1,625.5,0.487,333.8,0.07,0.77,1097,0.16,8015,0.07,358181,"--------","-------",2307,25565,0,1055.1,1225.6,170.5,0.139,202.1,0.06,0.259,1197,0.729,6523,0.012,50000,"--------","-------",5125,5661,195.1
"1146",1146,"Pocillopora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25416,677.5,8.4,24.6,14.88,690.5,1373.9,683.4,0.497,325.7,0.07,0.46,409,0.51,2940,0.03,484031,"--------","-------",1734,17543,0,1232.7,1433.3,200.6,0.14,195.2,0,0.312,1747,0.685,8439,0.003,50000,"--------","-------",6345,6492,157.6
"1147",1147,"Pocillopora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25426,566,8.4,24.7,14.87,706.9,1398.6,691.7,0.495,333.4,0.02,0.42,1185,0.39,2165,0.19,67889,"--------","-------",1661,14251,0,1290.7,1522.2,231.5,0.152,223,0,0.225,1295,0.773,6762,0.002,50000,"--------","-------",5531,5626,180.8
"1148",1148,"Pocillopora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25436,655.6,8.4,24.7,14.87,642.9,1261.2,618.2,0.49,316,0.1,0.67,1113,0.22,5429,0.11,91705,"--------","-------",2171,11923,0,1233.4,1443.3,209.9,0.145,229.2,0,0.417,1189,0.579,7734,0.004,50000,"--------","-------",4990,5170,200.4
"1149",1149,"Pocillopora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25446,653,8.4,24.7,14.87,565.7,1069.1,503.3,0.471,357,0.14,0.49,939,0.45,2414,0.06,645973,"--------","-------",1643,38435,0,1037.8,1208.8,171,0.141,240.4,0,0.369,751,0.626,6525,0.005,50000,"--------","-------",4384,4616,228.1
"1150",1150,"Stylophora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25494,461.5,8.8,24.7,14.86,672.5,1329.4,656.9,0.494,471,0.18,0.7,814,0.22,11466,0.08,198775,"--------","-------",3345,19321,0,1485.6,1681.7,196.2,0.117,222.7,0,0.235,994,0.76,13874,0.005,50000,"--------","-------",10833,11043,92.3
"1151",1151,"Stylophora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25513,729.8,8.7,24.6,14.85,305.3,633.1,327.8,0.518,393.8,0.2,0.67,455,0.28,7742,0.05,319524,"--------","-------",2575,17834,0,738.6,832.7,94.1,0.113,224.2,0,0.345,766,0.65,11364,0.005,50000,"--------","-------",7692,7895,130
"1152",1152,"Stylophora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25522,510.9,8.7,24.7,14.85,590.1,1167.6,577.5,0.495,470.9,0.25,0.48,878,0.36,1056,0.16,50000,"--------","-------",954,8797,0,1395.8,1559.5,163.7,0.105,226,0,0.212,1044,0.782,16822,0.007,50000,"--------","-------",13462,13710,74.3
"1153",1153,"Stylophora",4,15,"Jpn Gdn",20220715.13,"AM","7/15/2022",25537,461.5,8.6,24.7,14.85,621.2,1294.3,673.1,0.52,497.1,0.11,0.1,810,0.66,811,0.23,50000,"--------","-------",811,12229,0,1373.9,1546.5,172.5,0.112,236.2,0,0.128,1378,0.869,14232,0.003,50000,"--------","-------",12583,12703,79.5
"1154",1154,"Stylophora",4,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25552,568.6,8.6,24.7,14.84,681.6,1274.1,592.4,0.465,444.6,0.23,0.55,1046,0.31,1214,0.14,50000,"--------","-------",1106,8049,0,1393.9,1562.4,168.5,0.108,237.4,0,0.1,888,0.898,10891,0.003,50000,"--------","-------",9892,10002,101.1
"1155",1155,"Stylophora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25633,900,8.4,24.7,14.82,451.5,1061.2,609.7,0.575,540.3,0.13,0.52,1319,0.28,1331,0.2,50000,"--------","-------",1323,11122,0,908.9,1065.5,156.5,0.147,358.6,0.01,0.574,2050,0.392,7826,0.034,50000,"--------","-------",4392,5923,227.7
"1156",1156,"Stylophora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25646,630,8.4,24.7,14.82,626.6,1309,682.4,0.521,482.8,0.22,0.44,1520,0.39,1567,0.17,61592,"--------","-------",1542,11680,0,1347.5,1522.4,174.9,0.115,269.4,0,0.257,784,0.738,11079,0.005,50000,"--------","-------",8418,8611,118.8
"1157",1157,"Stylophora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25658,556.2,8.4,24.7,14.81,549.5,1104.2,554.7,0.502,551.8,0.29,0.62,1113,0.18,1119,0.19,50000,"--------","-------",1115,10592,0,1201,1377.3,176.2,0.128,286.1,0,0.235,1519,0.76,10359,0.005,50000,"--------","-------",8268,8482,120.9
"1158",1158,"Stylophora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25674,900,8.4,24.7,14.81,480.5,897.7,417.3,0.465,426.4,0.17,0.52,687,0.32,2915,0.16,104952,"--------","-------",1543,18247,0,914.9,1053.6,138.7,0.132,297.4,0,0.255,778,0.74,7249,0.005,50000,"--------","-------",5588,5799,178.9
"1159",1159,"Stylophora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25688,570.8,8.4,24.8,14.81,605.2,1222.1,616.8,0.505,536.5,0.3,0.66,614,0.19,4556,0.15,66282,"--------","-------",1500,11023,0,1372.7,1552,179.4,0.116,305.5,0,0.177,1244,0.819,8723,0.004,50000,"--------","-------",7393,7545,135.3
"1160",1160,"Pocillopora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25724,900,8.3,24.7,14.8,408.4,699.7,291.3,0.416,355.3,0.19,0.69,717,0.23,10875,0.08,97054,"--------","-------",3289,10825,0,523.9,648.4,124.4,0.192,241,0,0.695,952,0.299,9376,0.006,50000,"--------","-------",3489,3764,286.6
"1161",1161,"Pocillopora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25733,900,8.3,24.8,14.8,636.6,1270,633.4,0.499,487.9,0.14,0.45,1268,0.32,1334,0.24,60338,"--------","-------",1295,15194,0,1261.7,1484.4,222.6,0.15,306.4,0,0.607,2044,0.388,11425,0.006,50000,"--------","-------",5703,5948,175.4
"1162",1162,"Pocillopora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25743,781,8.3,24.8,14.79,916.8,1829.5,912.7,0.499,492.2,0.17,0.74,1114,0.12,7529,0.14,61988,"--------","-------",1983,10679,0,1709.8,1963.9,254.1,0.129,335.9,0,0.463,1788,0.531,10038,0.006,50000,"--------","-------",6199,6457,161.3
"1163",1163,"Pocillopora",5,15,"Jpn Gdn",20220715.14,"AM","7/15/2022",25753,829.2,8.3,24.8,14.79,760.9,1516.7,755.8,0.498,478,0.11,0.73,979,0.19,9563,0.07,425318,"--------","-------",2750,34230,0,1548.8,1777.8,229,0.129,328.3,0,0.274,1257,0.697,6120,0.03,50000,"--------","-------",4748,6090,210.6
"1164",1164,"Pocillopora",5,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25769,672.3,8.3,24.8,14.78,704.2,1398.9,694.8,0.497,481.9,0.21,0.52,807,0.37,3016,0.11,81426,"--------","-------",1725,10110,0,1396.3,1582.6,186.4,0.118,348.5,0.01,0.142,1049,0.856,8318,0.002,50000,"--------","-------",7285,7381,137.3
"1165",1165,"Porites",1,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25853,575.7,8.1,24.8,14.76,941.2,1400.7,459.5,0.328,542.7,0.13,0.53,1109,0.29,3273,0.17,117306,"--------","-------",1881,21869,0,1235.4,1368.6,133.3,0.097,288.9,0,0.572,1326,0.421,12943,0.007,50000,"--------","-------",6253,6555,159.9
"1166",1166,"Porites",1,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25868,900,8.1,24.8,14.76,744.8,1081.5,336.7,0.311,442.5,0.19,0.47,1161,0.28,1223,0.24,57642,"--------","-------",1184,14895,0,1010.3,1133.7,123.4,0.109,245.7,0,0.527,794,0.467,8249,0.006,50000,"--------","-------",4297,4571,232.7
"1167",1167,"Porites",1,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25882,630,8.1,24.8,14.75,1322.3,2065.4,743.1,0.36,649.7,0.21,0.6,1036,0.17,3031,0.23,50000,"--------","-------",1478,12523,0,1889.8,2048.3,158.5,0.077,280.9,0.01,0.399,1695,0.597,11106,0.004,50000,"--------","-------",7335,7497,136.3
"1168",1168,"Porites",1,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25892,441,8.1,24.8,14.75,1455.1,2170.2,715.2,0.33,840.8,0.3,0.45,1425,0.33,1439,0.23,54773,"--------","-------",1431,13609,0,2060.2,2175,114.8,0.053,909.9,0,0.213,1612,0.785,6808,0.002,50000,"--------","-------",5697,5768,175.5
"1169",1169,"Porites",1,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25903,308.7,8.1,24.8,14.75,1446.3,2174.3,728,0.335,820.1,0.34,0.47,1361,0.33,1386,0.21,50000,"--------","-------",1371,11465,0,2133.9,2190.8,56.9,0.026,2127.2,0.69,0.46,249,0.539,10730,0,88754,"--------","-------",5903,5913,169.4
"1170",1170,"Porites",2,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25969,782.4,7.8,24.9,14.73,741.1,1108.9,367.8,0.332,530.6,0.17,0.24,1852,0.59,1870,0.18,91730,"--------","-------",1865,17713,0,902.8,1014.6,111.9,0.11,267.4,0.01,0.791,1931,0.184,20946,0.025,50000,"--------","-------",5513,6618,181.4
"1171",1171,"Porites",2,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25981,536.5,7.9,24.9,14.73,746.6,1379.1,632.6,0.459,471.4,0.25,0.62,1019,0.22,6611,0.16,50000,"--------","-------",2498,10233,0,1090.5,1240.7,150.1,0.121,262.5,0,0.417,1722,0.577,13299,0.005,50000,"--------","-------",8440,8658,118.5
"1172",1172,"Porites",2,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",25995,527.8,7.8,24.9,14.73,1154.2,1869.4,715.2,0.383,661.2,0.28,0.6,1117,0.26,1289,0.14,55113,"--------","-------",1169,8930,0,1832,2024.7,192.7,0.095,325.2,0,0.394,1618,0.602,10073,0.004,50000,"--------","-------",6727,6894,148.7
"1173",1173,"Porites",2,15,"Jpn Gdn",20220715.15,"AM","7/15/2022",26023,900,7.8,25,14.71,588.3,821.4,233.2,0.284,389.8,0,0.13,2232,0.61,2246,0.26,61037,"--------","-------",2243,17454,0,675,756.6,81.6,0.108,290.1,0,0.569,1710,0.426,11930,0.005,50000,"--------","-------",6084,6292,164.4
"1174",1174,"Porites",2,15,"Jpn Gdn",20220715.16,"AM","7/15/2022",26035,799.4,7.8,25,14.71,805.3,1201.8,396.5,0.33,469.9,0.17,0.57,1175,0.32,7756,0.1,645973,"--------","-------",3543,70050,0,1068.8,1185.9,117.1,0.099,250.5,0,0.649,1552,0.345,11273,0.006,50000,"--------","-------",4925,5213,203.1
"1175",1175,"Porites",3,15,"Jpn Gdn",20220715.16,"AM","7/15/2022",26125,559.6,8.2,24.9,14.69,1321.6,2073.3,751.7,0.363,807.6,0.19,0.19,1832,0.69,1851,0.12,160478,"--------","-------",1847,20455,0,1995.1,2141.8,146.7,0.068,567.8,0.01,0.57,2402,0.427,8143,0.003,50000,"--------","-------",4859,4984,205.8
"1176",1176,"Porites",3,15,"Jpn Gdn",20220715.16,"AM","7/15/2022",26135,391.7,8.3,24.8,14.68,1145.8,1881.7,736,0.391,649,0.27,0.61,1254,0.25,1311,0.14,95058,"--------","-------",1270,14060,0,1970.6,2131.9,161.3,0.076,371,0.01,0.314,2254,0.683,9314,0.003,50000,"--------","-------",7091,7217,141
"1177",1177,"Porites",3,15,"Jpn Gdn",20220715.16,"AM","7/15/2022",26151,675,8.3,24.9,14.68,1125.9,1778.8,652.9,0.367,647.1,0.25,0.68,1330,0.21,9765,0.11,251750,"--------","-------",3315,31080,0,1489.5,1638.5,149.1,0.091,328.4,0.01,0.382,1711,0.614,8456,0.003,50000,"--------","-------",5870,6019,170.4
"1178",1178,"Porites",3,15,"Jpn Gdn",20220715.16,"AM","7/15/2022",26165,900,8.3,24.8,14.67,640.4,898.4,258,0.287,441.3,0.06,0.52,1356,0.26,4750,0.22,92621,"--------","-------",2484,22667,0,646.6,734.4,87.9,0.12,275.5,0,0.853,1845,0.096,23674,0.051,50000,"--------","-------",4056,6400,246.6
"1179",1179,"Porites",3,15,"Jpn Gdn",20220715.16,"AM","7/15/2022",26177,871,8.3,24.8,14.67,959,1443.9,484.9,0.336,554.6,0.12,0.46,1363,0.29,1366,0.26,54445,"--------","-------",1364,14988,0,1416.4,1563.6,147.2,0.094,357.6,0.01,0.385,898,0.611,6932,0.005,50000,"--------","-------",4600,4808,217.4
